_id,timestamp,insert,delete,update,access,invalid_access,corruption_file,sensitive_data_masking,target1,target2,target3,target4
65d1bb9aea2df64ae7c09ca4,2024-02-18T13:53:06.270Z,39,8,64,23,14,70,5,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09ca5,2024-02-18T13:54:06.270Z,50,76,45,72,32,89,52,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ca6,2024-02-18T13:55:06.270Z,66,6,83,52,61,44,70,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09ca7,2024-02-18T13:56:06.270Z,5,86,33,2,89,38,26,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ca8,2024-02-18T13:57:06.270Z,58,29,95,64,60,45,36,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09ca9,2024-02-18T13:58:06.270Z,32,57,31,34,29,11,15,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09caa,2024-02-18T13:59:06.270Z,15,77,76,89,50,4,13,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cab,2024-02-18T14:00:06.270Z,14,32,42,10,8,42,89,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cac,2024-02-18T14:01:06.270Z,84,1,62,96,24,61,0,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09cad,2024-02-18T14:02:06.270Z,91,18,35,38,54,90,9,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09cae,2024-02-18T14:03:06.270Z,29,20,65,55,75,95,98,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09caf,2024-02-18T14:04:06.270Z,8,6,75,24,77,77,22,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cb0,2024-02-18T14:05:06.270Z,65,100,6,36,21,31,37,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cb1,2024-02-18T14:06:06.270Z,89,33,90,35,98,17,16,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cb2,2024-02-18T14:07:06.270Z,9,81,16,39,19,85,6,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c09cb3,2024-02-18T14:08:06.270Z,65,70,70,65,83,7,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cb4,2024-02-18T14:09:06.270Z,5,27,11,45,26,54,63,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cb5,2024-02-18T14:10:06.270Z,77,56,28,39,81,75,38,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cb6,2024-02-18T14:11:06.270Z,3,16,81,46,56,82,92,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cb7,2024-02-18T14:12:06.270Z,3,70,43,93,87,24,10,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c09cb8,2024-02-18T14:13:06.270Z,42,83,7,41,12,59,92,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cb9,2024-02-18T14:14:06.270Z,94,92,100,66,13,83,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cba,2024-02-18T14:15:06.270Z,5,8,15,58,5,42,98,corruption_file,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c09cbb,2024-02-18T14:16:06.270Z,28,47,95,40,87,53,39,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cbc,2024-02-18T14:17:06.270Z,92,85,32,86,41,95,19,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cbd,2024-02-18T14:18:06.270Z,15,49,97,6,36,79,44,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cbe,2024-02-18T14:19:06.270Z,27,66,31,31,85,26,23,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cbf,2024-02-18T14:20:06.270Z,40,14,31,6,18,10,12,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cc0,2024-02-18T14:21:06.270Z,19,77,66,29,52,9,100,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cc1,2024-02-18T14:22:06.270Z,35,74,95,95,43,51,88,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cc2,2024-02-18T14:23:06.270Z,50,73,88,83,40,22,41,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cc3,2024-02-18T14:24:06.270Z,79,75,89,58,99,62,20,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cc4,2024-02-18T14:25:06.270Z,44,72,57,32,14,50,25,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cc5,2024-02-18T14:26:06.270Z,31,1,68,2,5,72,8,corruption_file,clean_data,clean_data,clean_data
65d1bb9aea2df64ae7c09cc6,2024-02-18T14:27:06.270Z,57,98,48,18,67,45,17,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cc7,2024-02-18T14:28:06.270Z,34,80,62,54,67,92,45,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cc8,2024-02-18T14:29:06.270Z,41,79,64,68,85,92,1,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c09cc9,2024-02-18T14:30:06.270Z,84,95,36,51,74,93,51,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cca,2024-02-18T14:31:06.270Z,84,22,69,2,8,63,72,corruption_file,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c09ccb,2024-02-18T14:32:06.270Z,29,6,91,14,45,74,78,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09ccc,2024-02-18T14:33:06.270Z,46,11,11,61,33,95,19,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09ccd,2024-02-18T14:34:06.270Z,35,94,19,58,22,34,24,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cce,2024-02-18T14:35:06.270Z,19,75,25,68,5,71,7,bulk_deletion,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09ccf,2024-02-18T14:36:06.270Z,11,57,18,74,84,95,71,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cd0,2024-02-18T14:37:06.270Z,6,47,85,67,58,92,16,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cd1,2024-02-18T14:38:06.270Z,63,87,31,60,78,41,43,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cd2,2024-02-18T14:39:06.270Z,56,35,27,37,80,58,42,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cd3,2024-02-18T14:40:06.270Z,75,45,83,64,95,98,13,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cd4,2024-02-18T14:41:06.270Z,28,20,1,62,69,11,19,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cd5,2024-02-18T14:42:06.270Z,40,18,51,50,21,43,63,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cd6,2024-02-18T14:43:06.270Z,28,12,75,28,69,65,62,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cd7,2024-02-18T14:44:06.270Z,36,93,63,9,52,23,62,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cd8,2024-02-18T14:45:06.270Z,5,72,23,70,44,88,44,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cd9,2024-02-18T14:46:06.270Z,100,12,57,70,64,3,87,credential_misuse,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c09cda,2024-02-18T14:47:06.270Z,44,88,18,39,97,78,64,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cdb,2024-02-18T14:48:06.270Z,3,47,93,86,49,22,53,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cdc,2024-02-18T14:49:06.270Z,8,62,7,85,69,62,37,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cdd,2024-02-18T14:50:06.270Z,38,14,7,6,32,44,39,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cde,2024-02-18T14:51:06.270Z,87,33,25,85,89,23,40,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cdf,2024-02-18T14:52:06.270Z,81,85,43,30,15,80,80,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ce0,2024-02-18T14:53:06.270Z,12,41,62,28,14,76,100,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ce1,2024-02-18T14:54:06.270Z,88,46,94,37,29,43,27,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ce2,2024-02-18T14:55:06.270Z,56,33,58,54,19,73,68,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ce3,2024-02-18T14:56:06.270Z,80,2,89,12,20,25,75,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09ce4,2024-02-18T14:57:06.270Z,22,98,80,8,4,27,72,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09ce5,2024-02-18T14:58:06.270Z,49,35,40,99,58,53,62,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ce6,2024-02-18T14:59:06.270Z,79,56,52,63,11,55,16,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ce7,2024-02-18T15:00:06.270Z,79,31,70,93,41,79,21,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ce8,2024-02-18T15:01:06.270Z,54,87,89,15,60,9,80,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ce9,2024-02-18T15:02:06.270Z,60,13,48,23,70,78,63,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cea,2024-02-18T15:03:06.270Z,100,41,93,72,76,90,68,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ceb,2024-02-18T15:04:06.270Z,5,77,52,99,90,25,80,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cec,2024-02-18T15:05:06.270Z,2,69,35,44,73,21,11,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09ced,2024-02-18T15:06:06.270Z,53,12,32,92,16,85,27,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cee,2024-02-18T15:07:06.270Z,92,8,8,34,89,56,56,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cef,2024-02-18T15:08:06.270Z,30,76,69,20,62,88,77,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cf0,2024-02-18T15:09:06.270Z,69,58,22,18,5,16,97,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cf1,2024-02-18T15:10:06.270Z,81,41,7,5,35,9,64,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cf2,2024-02-18T15:11:06.270Z,33,93,86,95,26,62,40,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cf3,2024-02-18T15:12:06.270Z,37,50,2,47,91,11,80,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cf4,2024-02-18T15:13:06.270Z,51,58,19,13,3,27,2,bulk_deletion,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09cf5,2024-02-18T15:14:06.270Z,39,79,27,29,5,11,51,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cf6,2024-02-18T15:15:06.270Z,28,38,97,30,78,84,10,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c09cf7,2024-02-18T15:16:06.270Z,47,92,43,16,51,52,94,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cf8,2024-02-18T15:17:06.270Z,86,47,89,88,5,20,55,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cf9,2024-02-18T15:18:06.270Z,47,49,13,16,74,36,51,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cfa,2024-02-18T15:19:06.270Z,10,90,82,100,33,7,35,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cfb,2024-02-18T15:20:06.270Z,6,7,59,25,48,21,64,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cfc,2024-02-18T15:21:06.270Z,23,7,35,9,24,28,92,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cfd,2024-02-18T15:22:06.270Z,35,7,6,64,39,25,59,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09cfe,2024-02-18T15:23:06.270Z,17,100,43,23,36,64,71,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09cff,2024-02-18T15:24:06.270Z,56,90,18,9,31,95,10,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c09d00,2024-02-18T15:25:06.270Z,29,65,91,5,42,42,32,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d01,2024-02-18T15:26:06.270Z,54,74,82,78,36,17,93,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d02,2024-02-18T15:27:06.270Z,61,12,36,34,22,80,67,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d03,2024-02-18T15:28:06.270Z,73,11,98,65,53,5,52,credential_misuse,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c09d04,2024-02-18T15:29:06.270Z,43,28,15,47,82,82,87,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d05,2024-02-18T15:30:06.270Z,17,34,77,36,32,21,88,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d06,2024-02-18T15:31:06.270Z,45,91,52,97,9,78,0,bulk_deletion,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09d07,2024-02-18T15:32:06.270Z,78,79,66,99,100,74,80,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d08,2024-02-18T15:33:06.270Z,18,23,92,64,54,44,95,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d09,2024-02-18T15:34:06.270Z,10,54,3,68,89,96,92,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d0a,2024-02-18T15:35:06.270Z,43,89,44,83,14,65,24,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d0b,2024-02-18T15:36:06.270Z,33,97,73,63,1,78,78,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d0c,2024-02-18T15:37:06.270Z,26,7,45,71,47,41,48,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d0d,2024-02-18T15:38:06.270Z,71,16,5,49,100,77,77,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d0e,2024-02-18T15:39:06.270Z,51,82,19,96,96,73,4,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c09d0f,2024-02-18T15:40:06.270Z,91,35,76,78,30,86,52,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d10,2024-02-18T15:41:06.270Z,4,36,65,91,19,4,7,bulk_deletion,credential_misuse,clean_data,clean_data
65d1bb9aea2df64ae7c09d11,2024-02-18T15:42:06.270Z,83,61,74,73,23,94,16,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d12,2024-02-18T15:43:06.270Z,3,18,32,91,25,73,12,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d13,2024-02-18T15:44:06.270Z,82,33,7,44,25,81,16,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d14,2024-02-18T15:45:06.270Z,34,69,25,79,86,35,70,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d15,2024-02-18T15:46:06.270Z,81,28,29,48,42,6,49,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d16,2024-02-18T15:47:06.270Z,62,16,48,62,34,89,36,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d17,2024-02-18T15:48:06.270Z,41,27,34,3,98,13,57,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d18,2024-02-18T15:49:06.270Z,50,95,72,93,52,21,12,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d19,2024-02-18T15:50:06.270Z,73,15,87,51,46,0,77,credential_misuse,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c09d1a,2024-02-18T15:51:06.270Z,30,34,83,5,90,35,27,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d1b,2024-02-18T15:52:06.270Z,99,45,33,11,96,66,7,bulk_deletion,credential_misuse,corruption_file,clean_data
65d1bb9aea2df64ae7c09d1c,2024-02-18T15:53:06.270Z,57,4,8,71,92,85,61,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d1d,2024-02-18T15:54:06.270Z,98,62,96,72,99,95,48,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d1e,2024-02-18T15:55:06.270Z,25,36,7,33,28,0,91,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d1f,2024-02-18T15:56:06.270Z,93,71,92,56,6,50,71,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d20,2024-02-18T15:57:06.270Z,43,22,69,69,21,59,28,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d21,2024-02-18T15:58:06.270Z,58,25,81,80,82,86,14,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d22,2024-02-18T15:59:06.270Z,94,76,67,19,25,76,57,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d23,2024-02-18T16:00:06.270Z,42,66,56,83,83,53,93,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d24,2024-02-18T16:01:06.270Z,86,19,10,19,24,39,72,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d25,2024-02-18T16:02:06.270Z,54,15,63,30,86,84,2,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09d26,2024-02-18T16:03:06.270Z,4,88,13,10,91,82,100,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d27,2024-02-18T16:04:06.270Z,82,61,80,63,3,55,34,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d28,2024-02-18T16:05:06.270Z,83,78,72,79,35,19,39,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d29,2024-02-18T16:06:06.270Z,32,89,30,45,0,32,17,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d2a,2024-02-18T16:07:06.270Z,49,60,100,34,10,89,81,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d2b,2024-02-18T16:08:06.270Z,9,22,41,2,16,18,10,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09d2c,2024-02-18T16:09:06.270Z,90,51,18,41,80,80,29,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d2d,2024-02-18T16:10:06.270Z,67,22,1,42,52,7,73,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d2e,2024-02-18T16:11:06.270Z,4,5,57,61,79,0,80,credential_misuse,sensitive_data_masking,clean_data,clean_data
65d1bb9aea2df64ae7c09d2f,2024-02-18T16:12:06.270Z,87,71,71,62,51,5,42,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d30,2024-02-18T16:13:06.270Z,25,28,4,34,32,35,10,credential_misuse,corruption_file,clean_data,clean_data
65d1bb9aea2df64ae7c09d31,2024-02-18T16:14:06.270Z,90,74,46,84,9,82,77,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d32,2024-02-18T16:15:06.270Z,85,64,20,11,49,58,26,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d33,2024-02-18T16:16:06.270Z,12,88,92,5,39,77,23,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d34,2024-02-18T16:17:06.270Z,39,55,93,84,62,0,14,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d35,2024-02-18T16:18:06.270Z,87,90,14,78,24,65,87,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d36,2024-02-18T16:19:06.270Z,90,73,47,71,95,3,82,bulk_deletion,credential_misuse,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d37,2024-02-18T16:20:06.270Z,97,27,2,87,93,87,76,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d38,2024-02-18T16:21:06.270Z,78,21,78,27,82,87,91,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d39,2024-02-18T16:22:06.270Z,70,73,0,54,49,40,100,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d3a,2024-02-18T16:23:06.270Z,11,8,42,7,93,41,60,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d3b,2024-02-18T16:24:06.270Z,38,97,81,37,38,56,73,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d3c,2024-02-18T16:25:06.270Z,27,41,93,85,8,97,41,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d3d,2024-02-18T16:26:06.270Z,83,63,68,92,6,100,24,bulk_deletion,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d3e,2024-02-18T16:27:06.270Z,85,56,70,91,84,74,40,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d3f,2024-02-18T16:28:06.270Z,82,19,41,73,29,47,47,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d40,2024-02-18T16:29:06.270Z,9,58,63,100,74,74,15,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d41,2024-02-18T16:30:06.270Z,40,81,86,13,65,96,79,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d42,2024-02-18T16:31:06.270Z,92,10,8,56,100,34,39,credential_misuse,corruption_file,sensitive_data_masking,clean_data
65d1bb9aea2df64ae7c09d43,2024-02-18T16:32:06.270Z,85,59,30,16,90,62,58,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d44,2024-02-18T16:33:06.270Z,96,86,99,7,86,63,39,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
65d1bb9aea2df64ae7c09d45,2024-02-18T16:34:06.270Z,40,45,28,65,44,74,39,bulk_deletion,credential_misuse,corruption_file,sensitive_data_masking
